03F0,0121,,,,,,usb-serial-simple
0A99,0001,,,,,,navman
1608,0201,,,,,,io_ti
05C5,0002,,,,,,digi_acceleport
03F0,1F1D,,,,,,qcserial
084F,0001,,,,,,empeg
0EA0,6858,,,,,,oti6858
1A86,5512,,,,,,ch341
2639,0001,,,,,,xsens_mt
05E0,0600,,,,,,symbolserial
065A,0009,,,,,,opticon
9710,7715,,,,,,mos7720
04E8,6601,,,,,,visor
03F0,0183,,,,,,pl2303
0404,0202,,,,,,io_edgeport
03F0,421D,,,,,,option
0474,0754,,,,,,qcaux
110A,1250,,,,,,mxuport
050D,0103,,,,,,belkin_sa
0C2E,0700,,,,,,metro-usb
0C4B,0100,,,,,,cyberjack
1934,1202,,,,,,f81534
0104,00BE,,,,,,ipaq
061D,C020,,,,,,ssu100
0710,0001,,,,,,whiteheat
1934,0706,,,,,,f81232
0D46,0078,,,,,,kobil_sct
16CA,1502,,,,,,aircable
104F,0004,,,,,,iuu_phoenix
0409,0063,,,,,,upd78f0730
0830,0080,,,,,,kl5kusb105
061D,C120,,,,,,quatech2
18EC,3118,,,,,,ark3116
0557,2011,,,,,,mos7840
03F0,2101,,,,,,safe_serial
0525,127A,,,,,,usb_debug
03EB,2109,,,,,,ftdi_sio
03EB,0030,,,,,,cdc-acm
04B8,0202,,,,,,usblp
0,0,,,,,,usbtmc
0,0,,,,,,cdc-wdm
03F0,0207,,,,,,ums-usbat
07C4,A103,,,,,,ums-sddr55
054C,087D,,,,,,uas
0BDA,0138,,,,,,ums-realtek
07AB,FC01,,,,,,ums-freecom
0D49,7000,,,,,,ums-onetouch
04B4,6830,,,,,,ums-cypress
0584,0008,,,,,,ums-alauda
045A,5210,,,,,,ums-karma
07C4,A000,,,,,,ums-datafab
05DC,0001,,,,,,ums-jumpshot
03EB,2002,,,,,,usb-storage
054C,002B,,,,,,ums-isd200
0CF2,6250,,,,,,ums-eneub6250
0436,0005,,,,,,ums-sddr09
055F,A800,,,,,,mdc800
04CE,0300,,,,,,microtek
05AC,8300,,,,,,isight_firmware
0403,D6EA,,,,,,ftdi-elan
0C45,1010,,,,,,yurex
07C0,1500,,,,,,iowarrior
0B49,064F,,,,,,trancevibrator
0711,0550,,,,,,sisusbvga
0A07,0064,,,,,,adutux
0694,0001,,,,,,legousbtower
086A,0110,,,,,,emi62
0FC5,1227,,,,,,usbsevseg
0F11,1000,,,,,,ldusb
05AC,9218,,,,,,appledisplay
0681,0005,,,,,,idmouse
04B4,8613,,,,,,usbtest
1A0A,0101,,,,,,ehset
0A2C,0008,,,,,,cypress_cy7c63
10D2,0,,,,,,usblcd
047E,1001,,,,,,uss720
12D8,0001,,,,,,chaoskey
086A,0100,,,,,,emi26
04B4,0002,,,,,,cytherm
05CC,3350,,,,,,ueagle-atm
06B9,4061,,,,,,speedtch
0509,0812,,,,,,cxacru
0,0,,,,,,usbkbd
0,0,,,,,,usbhid
0,0,,,,,,usbmouse
0586,0102,,,,,,hfcsusb
0BDA,0129,,,,,,rtsx_usb
18D1,1EAF,,,,,,gb-es2
2058,1005,,,,,,viperboard
A257,2013,,,,,,dln2
0ABF,3370,,,,,,i2c-diolan-u2c
0403,C631,,,,,,i2c-tiny-usb
1964,0001,,,,,,i2c-robotfuzz-osif
0123,0001,,,,,,usbtouchscreen
045E,0775,,,,,,sur40
0458,5003,,,,,,aiptek
084E,1001,,,,,,kbtab
0460,0004,,,,,,acecad
0B57,0,,,,,,hanwang
0E20,0101,,,,,,pegasus_notetaker
6993,B001,,,,,,yealink
06CD,0202,,,,,,keyspan_remote
0D8C,000E,,,,,,cm109
05F3,0240,,,,,,powermate
0471,0602,,,,,,ati_remote2
1781,0898,,,,,,pxrc
0079,0,,,,,,xpad
044F,A01C,,,,,,iforce-usb
06CB,0001,,,,,,synaptics_usb
05AC,020E,,,,,,appletouch
05AC,0223,,,,,,bcm5974
0C98,1140,,,,,,pcwd_usb
0644,800E,,,,,,snd-usb-us122l
1604,8001,,,,,,snd-usb-usx2y
0E41,414A,,,,,,snd-usb-podhd
0E41,4250,,,,,,snd-usb-pod
0E41,4141,,,,,,snd-usb-toneport
0E41,4650,,,,,,snd-usb-variax
0CCD,0080,,,,,,snd-usb-6fire
0403,B8D8,,,,,,snd-usb-audio
1397,00BD,,,,,,snd-bcd2000
0582,0044,,,,,,snd-ua101
04B4,0384,,,,,,snd-usb-hiface
17CC,041C,,,,,,snd-usb-caiaq
